ID,TEXT,MATCHING_RULES
601,"@BluesparrowC @gate_io @BladesCrypto Web 3.0 is all about a more transparent and fairer network where everyone can participate without fearing a loss of privacy and security, Touch the web3 with #bluesparrow
#better_future
#ETH
#BlueSparrow
#BlueSparrowtoken
#bitcoin
#BestbitcoinToken
@BluesparrowC
@BlueSparrowETH https://t.co/6DPy1fl2Dl",bitcoin OR btc
602,@mainmark @BSVBoom Since the birth of bitcoin. BTC core developers removed. BSV is bitcoin restored. Unbroken.,bitcoin OR btc
603,@CryptoPatel There is a halving in 2024.  Bear season may be impossible.  2022-2023 bear season,bitcoin OR btc
604,@Lord_Brise @bitgertbrise Brc20🥰🥰🥰🚀🚀🚀🚀🚀🚀🚀🚀🚀🥰🥰🥰🥰🥰🥰🚀🚀🚀🚀,ethereum OR eth
605,"RT @mehmet33104378: 10 kişiye XIAOMI Mi 10 lite 5G 
sonuclar 15:30 da açiklanicak

✅TAKİP ET 
❤ beğen 
🔃 YAP 
💬 1 kişi etiketle

#Binance #…",ethereum OR eth
606,"RT @0xSummy: Definitely APE for this 🔥

Blvck Genesis is the official Blvck Paris NFT collection made up of Next-Gen Avatars living on the…",ethereum OR eth
607,@NFTfafafa @the_breadheads @ethereum_yyds @_BoardShorts @holdemandcrypto @FishPear2,ethereum OR eth
608,@AnbroNFT 0x45d132E5DAFa15F2188cAa259EbA1c2a6675b889,ethereum OR eth
609,"RT @Orgonx22: 🚨 launch date 18/02 get ready

We will launch the PRE-ICO purchase of the ORGX Token on the official website ... www.
🌐 Where…",ethereum OR eth
610,@Whalesincoming @BabyDogeCoin @CertiKTech @binance BBtc bitcoin https://t.co/UeWqO23K7r,bitcoin OR btc
611,"RT @airdropinspect: New airdrop: Elf Matrix Round2 (EMT)
Total Reward: 76,000 EMT
Rate: ⭐️⭐️⭐️⭐️
Winners: 2,000 Random &amp; Top 200
Distributi…",bitcoin OR btc
612,oh they beating yo ass in the quoteretweets https://t.co/dV2kNEMHn5 https://t.co/4MRuQflVFY,ethereum OR eth
613,"RT @AirdropStario: 💧 Space Launcher Airdrop 💧

🏆 Task:          ➕ 9,2 SPLR for 20,000 random participants

👨‍👩‍👧 Referral:   ➕ 80 SPLR for…",bitcoin OR btc
614,"How Loaded Is The WSJ's Latest Article On El Salvador's $BTC Adoption? VERY
https://t.co/vclfx05zKs",bitcoin OR btc
615,"RT @Mario_di_G: With all these community projects coming up, the fundamentals of $DFI just got stronger. Not to forget,
@defichain
anchors…",bitcoin OR btc
616,"RT @bitpanda: Another exciting week is ending soon. Enjoy our summary, hosted by @jessicasmw:

1⃣ @Tesla cars can be bought with Bitcoin…",bitcoin OR btc
617,@Ethereum8News 0x53421fd131853D0bEc65E47fE6DA17DfEe1f9BD2,ethereum OR eth
618,@BITCOIN_ANIMALS https://t.co/J0hn2IFu10 https://t.co/RpnX0EOXMO,bitcoin OR btc
619,"@Ralvero Web 3.0 is all about a more transparent and fairer network where everyone can participate without fearing a loss of privacy and security, Touch the web3 with #bluesparrow
#ETH
#BlueSparrow
#BlueSparrowtoken
#bitcoin
@BlueSparrowETH💯💯📈",bitcoin OR btc
620,"RT @AirdropDet: 🔍 New #Airdrop: Cronospad

💲Reward: Up to 1K CPAD (~$4) + 500K CPAD (~$2K) referral pool

🔴 Start the airdrop bot: https://…",bitcoin OR btc
621,RT @CIGlobalAsset: Bitcoin offers your clients exciting growth potential. And CI Global Asset Management makes it easy to access.,bitcoin OR btc
622,"@TheCryptooKing Trust the proccess
The only Mobile Mining application distributes Bitcoin everyday..

https://t.co/3GlzeVOnTI

&gt; Registration, KYC, FACE VERIFICATION

MAKE SURE YOU CLICK ON MINING BTCS, AT LEAST TWICE A DAY, TO AVOID SUSPENSION
Thanks me later https://t.co/9n5ltdXoUe",bitcoin OR btc
623,@RtradeCn Hocam kurtar bizi bu fillerden,bitcoin OR btc
624,"RT @Mario_di_G: With all these community projects coming up, the fundamentals of $DFI just got stronger. Not to forget,
@defichain
anchors…",bitcoin OR btc
625,"RT @AnbroNFT: Drop your Ethereum address.  Randomly drop NFT  🔥
       
☑️ Just Retweet + Follow",ethereum OR eth
626,"RT @Mario_di_G: With all these community projects coming up, the fundamentals of $DFI just got stronger. Not to forget,
@defichain
anchors…",bitcoin OR btc
627,@arnwinecom I donated to them. I helped to promote and support the bitcoin fund too.,bitcoin OR btc
628,"@BluesparrowC @gate_io @BladesCrypto Web 3.0 is all about a more transparent and fairer network where everyone can participate without fearing a loss of privacy and security, Touch the web3 with #bluesparrow
#better_future
#ETH
#BlueSparrow
#BlueSparrowtoken
#bitcoin
#BestbitcoinToken
@BluesparrowC
@BlueSparrowETH r https://t.co/JMs0JtI0xD",bitcoin OR btc
629,"RT @RIKEZAOFFICIAL: Every Investors First Choice &amp; Last Destination
#Rikeza #Assets 

Be A Part Of The New Booming #Digital #Asset
Be A Par…",ethereum OR eth
630,"RT @ChartGuys: BTC.D is currently in the longest, tightening range in 5+ years. I expect fireworks when it breaks but it depends which dire…",bitcoin OR btc
631,"RT @SimonSvatos1: Guess who made the video: BITCOIN PATTERN IS GOING TO EXPODE ANY DAY NOW!!!! private after $BTC dumped? 

Good job @TheMo…",bitcoin OR btc
632,"RT @SimonSvatos1: Guess who made the video: BITCOIN PATTERN IS GOING TO EXPODE ANY DAY NOW!!!! private after $BTC dumped? 

Good job @TheMo…",bitcoin OR btc
633,@GokhanGark Yeni desteklere düşmeyiz umarım,bitcoin OR btc
634,RT @ES_Ahora_: UCRANIA acaba de legalizar el #Bitcoin con 272 votos. https://t.co/iVWGIIBPHn,bitcoin OR btc
635,"RT @airdropinspect: New airdrop: Elf Matrix Round2 (EMT)
Total Reward: 76,000 EMT
Rate: ⭐️⭐️⭐️⭐️
Winners: 2,000 Random &amp; Top 200
Distributi…",bitcoin OR btc
636,"RT @AirdropStario: 💧 Baby Soccer Airdrop 💧

🏆 Task:          ➕ Up to 1,000 BABYSOCCER

👨‍👩‍👧 Referral:   ➕  500 BABYSOCCER

🔛 Airdrop Link…",bitcoin OR btc
637,"RT @NFT_Moonshots: 🚨#NFTgiveaway🚨

😼@SolCats44 is giving away👇

🎁1 x @SolCats44 NFT😼

✅Tasks👇
1⃣Follow @SolCats44 &amp; @NFT_Moonshots
2⃣♥️ &amp; R…",ethereum OR eth
638,"RT @Numbrs: Canada’s biggest banks have stopped working. This could be the start of a bank run, meaning people fearing that their money cou…",bitcoin OR btc
639,"RT @yachtclub_NFT: 💎#NFTGiveaway💎

To celebrate our partnership with @SkuddlesC
we're giving away 1 #NFT🍀

🏆1x @SkuddlesC 💀

✅To enter
1⃣Fo…",bitcoin OR btc
640,"RT @piotr_rataj: Bitcoin wypełnił lukę na CME
Jesteśmy poniżej 0.236 fibo, ale na istotnym wsparciu. https://t.co/einesYMRZq",bitcoin OR btc
641,"@lechi7699
@mannhi4990
@myhien8997
Great! This project is very extraordinary and interesting, I hope this project is the best of the others.Go to the moon. https://t.co/iGGzjyCzQk",bitcoin OR btc
642,https://t.co/C4HTViqglD #dragonball #dragonballz #dragonballsuper #vegeta #goku #gohan #dbz #saiyan #supersaiyan #anime #sketch #dccomics $SHIB #SHIBARMY #btc #bitcoin #gym #finalfantasy #demonslayer #nezuko #tifa #ff7 #tanjiro 2022-02-18 19:38:53.443372,bitcoin OR btc
643,"@AirdropStario I Think, this is very strong project
Thanks for shared this wonderful opportunity
Best wishes for all team members, 
@Fahmy_seith 
@snmaulanaa 
@Zokerr168",bitcoin OR btc
644,"RT @Hamed58035768: @CryptoGemsCom We are @SpyWolfNetwork and we are here to clean up the crypto space and to make you $$$
 
https://t.co/4k…",bitcoin OR btc
645,"RT @RtradeCn: #Bitcoin ve Altcoin cephesinde KRİTİK SEVİYELERDEYİZ

Çok önemli bir destekteyiz.
Mal toplanacak destek olduğu gibi kırılınca…",bitcoin OR btc
646,@Catkillerz_CKZ Interesting project!💜🔥,bitcoin OR btc
647,"@gate_io Get Ready For A Big #WhaleKing Pump!!💯🚀
+600%

#WhaleKing is pumping!!!!!💯🚀 +41%

BIG Pump Incoming!!📈 #WhaleKing",bitcoin OR btc
648,La ruta de la minería Bitcoin (BTC) y las tendencias en el suministro energético https://t.co/WTqC8nDHlK,bitcoin OR btc
649,"@BluesparrowC @gate_io @BlueSparrowETH You say you’re willing to gain wealth
but you know nothing about #bluesparrow
but you know, now
#bluesparrow  🚀🔥
#Charity
#bitcoin
#KYC
#Renounce
@BlueSparrowETH  💯
Byr9e https://t.co/0SCLADeBi3",bitcoin OR btc
650,"@WazirXIndia hi @WazirXIndia don't miss #CHINU

#Chinu on ETH Network 🦊🔥🔥🔥
@ChinuCoin Something BIG is Coming

Telegram : https://t.co/xdrDCAccOQ
Website  : https://t.co/SLzTJs7Wx0

#CHINU #ETH #ChinuArmy #100xgem #ToTheMoon https://t.co/DvBt6gNzTN",ethereum OR eth
651,"@SanaSarwat7 https://t.co/j0c9zbhpPP

Join and thank me later",bitcoin OR btc
652,@CyrptoGizem @kurdu_bitcoin @KriptoMelo @atcoinworld @kriptoRayl,bitcoin OR btc
653,"@CyrptoGizem @kurdu_bitcoin @KriptoMelo 🔥a mysterious Traveler, is looking for the 7 Crypto Balls. He will pay 70 BNB to the first Explorer.
🔥Interactive stacking
🔥Anti cheat
🔥8% buy tax 
🔥12% sell tax
🔥team is publically doxxed 
#dbquest #cryptoballs #playtoearn #nft #crypto #dragonball
🔥Tg:@DBQuestOfficial",bitcoin OR btc
654,"@MMCrypto Look my friend if you say A, say B also. So what do you except us to learn from this... Ok your friend has bought ETH and become a billionaire so what did he do than. Amanou stress from tweets like this",ethereum OR eth
655,"Trending on #LunarCrush:

""Bitcoin’s ‘rally’ and the case for caution being an investor’s best friend"" via @CryptoAmb

Top coin mentions
$btc

https://t.co/uQR3fT3spu",bitcoin OR btc
656,"RT @AirdropStario: 💧 Shiba Fame Airdrop 💧

🏆 Task:          ➕ 1000 ShibaFame for 10,000 random participants

👨‍👩‍👧 Referral:   ➕ 5 Milliom…",bitcoin OR btc
657,@BTCTN MATIC launched the distribution of bonus coins. Those who stores POLYGON tokens on their wallet can get bonus coins for free on @MATlC_B0NUS,bitcoin OR btc
658,"@btcfaucets_2022 🐶 ASU TOKEN 🐶

🇮🇩 indonesian first meme token

🌟Dev Doxxed + Kyc ✅
🌟Lock 1 Year ✅
🌟Live Safeanalyzerbot ad ✅
🌟NFT Project Soon ☑l
🌟Swap and Staking Soon ☑
🟢CMC N CG SOON

#asutoken
#asutokenindonesia

Telegram:
https://t.co/I9a1GS1VfI
https://t.co/WWOlU5GOfV
,Gg",bitcoin OR btc
659,Adamlar rsi rahatlatıp tekrar basıyorlar aşağıya bakalım nerede duracak 38k güzel duruyor #btc #bitcoin,bitcoin OR btc
660,"RT @gregory_raymond: 🔴 NEWS

L'Ukraine offre un statut légal au Bitcoin et aux cryptomonnaies

► À distinguer du Salvador : cela ne veut pa…",bitcoin OR btc
661,@BIFROSTio $BFC #bifrost #Bitcoin #cryptocurrency https://t.co/81n1ku0Zjk,bitcoin OR btc
662,@MMCrypto Thanks https://t.co/p7EVCEFOhv,ethereum OR eth
663,"RT @airdropinspect: New airdrop: Elf Matrix Round2 (EMT)
Total Reward: 76,000 EMT
Rate: ⭐️⭐️⭐️⭐️
Winners: 2,000 Random &amp; Top 200
Distributi…",bitcoin OR btc
664,"RT @montalinvest1: Yes 9000 before start !! 🔥🚀🚀🚀   Come on, don't miss the #BIG Dog!🐕.  🔜 The 10000.…",ethereum OR eth
665,"RT @airdropinspect: New airdrop: Chee Finance (CHEE)
Total Reward: 50,000 CHEE
Rate: ⭐️⭐️⭐️⭐️
Winners: 200 Random &amp; Top 10
Distribution: wi…",bitcoin OR btc
666,@MMCrypto Stock my at 8$ with token i made over 100x 😜 so my eth was …. 😇 #Ethereum …,ethereum OR eth
667,RT @Davincij15: Do you know none of my family members in Canada will talk to me because I don’t believe in sucking this man’s dic…tatorship…,bitcoin OR btc
668,"RT @wormholecrypto: Powered by Wormhole, @01_exchange now supports cross-chain deposits from Ethereum directly into your 01 account on Sola…",ethereum OR eth
669,"@AirdropDet A powerful and very efficient project in Blockchain space ... a project that can be the answer to one of the problems and demands of users

@W35Nu
@wahyu_sumardan
@WndDinda

#Airdrops #Woonkly #Bitcoin #AirdropDet #BSC #WOOP",bitcoin OR btc
670,"The very reason #Bitcoin was invented in 2008, and not sooner, was because no one had invented how to create money that the government had no way of shutting down.

FEW",bitcoin OR btc
671,"RT @LovecoinProject: ❤️200,000,000 (200 MILLION COIN) LOVECOIN VALENTINES DAY GIVEAWAY RAFFLE CONTEST❤️

RETWEET THIS POST &amp; POST YOUR LOVE…",bitcoin OR btc
672,"RT @AirdropStario: 💧 Space Launcher Airdrop 💧

🏆 Task:          ➕ 9,2 SPLR for 20,000 random participants

👨‍👩‍👧 Referral:   ➕ 80 SPLR for…",bitcoin OR btc
673,"RT @metadunyam: ÇEKİLİŞ VAKTİ 🎉

1 kişiye 100$ #Solana 
1 kişiye 100$ #AVAX
1 kişiye 100$ #Tether   

✅ Tweeti RT+FAV 
✅ Beni Takip Et

 72…",bitcoin OR btc
674,"RT @RIKEZAOFFICIAL: India Unwraps The Gift For Crypto Asset Byers 🎁
FM Gives Green Light To Digital Assets ✅
Be A Part Of The New Booming D…",ethereum OR eth
675,"“Be at war with your vices, at peace with your neighbors, and let every new year find you a better man (with a larger stack of sats).”― Benjamin Franklin on Bitcoin

GM!",bitcoin OR btc
676,"RT @Ali1989sirik5: @spy_wolf2020 @coinexcom @PersistenceOne @SpyWolfNetwork Make money! Prosecute scammers! All at the same time.
 
Make pa…",ethereum OR eth
677,"RT @coindehasii: Dev Çekiliş Başladı 🎁🤑🎉
Toplamda 300$ 💰
Kurallar Aşağıda 👇🏻 

TELEGRAM : https://t.co/wWDqirBkse ✅ 

#altcoin #altcoins #B…",bitcoin OR btc
678,@kurdu_bitcoin @KriptoMelo @eruhlu_muhdi55 @bilalkctp,bitcoin OR btc
679,"#Bitcoin toparlarsa eğer takibimde yüksek potansiyelli 3 adet coin olacak. Bunlardan ilki #MINA , alım yaptığım zaman grafiğini paylaşacağım. İkincisi #LRC ve bir takipçimin sorusu üzerine keşfettiğim #POND (eğer 0.042'lerin üzerine çıkmayı başarabilirse).",bitcoin OR btc
680,"@BluesparrowC @gate_io @BladesCrypto Web 3.0 is all about a more transparent and fairer network where everyone can participate without fearing a loss of privacy and security, Touch the web3 with #bluesparrow
#better_future
#ETH
#BlueSparrow
#BlueSparrowtoken
#bitcoin
#BestbitcoinToken
@BluesparrowC
@BlueSparrowETH t https://t.co/Bl9ssmozL2",bitcoin OR btc
681,@beanintern Talk yo shit king,bitcoin OR btc
682,RT @jordanbpeterson: Thank God for Bitcoin,bitcoin OR btc
683,@HodlOverall @boulding_david @DJ_Farthing He can be both,bitcoin OR btc
684,"RT @CyrptoGizem: Hızlı Çekiliş! 🎉

İki kişiye 300₺ 💸

Takip et -
@kurdu_bitcoin &amp; @KriptoMelo

RT🔄 &amp; FAV🤍 

Akşam 21:00 da açıklarım.☑️
#Bi…",bitcoin OR btc
685,#Bitcoin current price: $40.5k,bitcoin OR btc
686,RT @CyrptoGizem: @KriptoMelo @kurdu_bitcoin TAKİP ŞART.✅,bitcoin OR btc
687,"RT @AirdropDet: 🔍 New #Airdrop: Naga Kingdom

💲Reward: Up to 30 NAGA (~$30) + 200K NAGA (~$200K) referral pool

🔴 Start the airdrop bot htt…",bitcoin OR btc
688,"@KamilekCZ @BitcoinMagazine Keep writing this absurd under every crypto post, I hope your paycheck is big enough",bitcoin OR btc
689,RT @BTCTN: “El Salvador’s adoption of #bitcoin as legal tender raises significant concerns about the economic stability and financial integ…,bitcoin OR btc
690,"@BluesparrowC @gate_io @BlueSparrowETH You say you’re willing to gain wealth
but you know nothing about #bluesparrow
but you know, now
#bluesparrow  🚀🔥
#Charity
#bitcoin
#KYC
#Renounce
@BlueSparrowETH  💯
Frr93 https://t.co/eUUZE0i4dy",bitcoin OR btc
691,"RT @LifeOnMars_Org: AIRDROP 10,000 NFTs ENTRANCE TICKET

Fly with us to the Mars
Come and take your ticket by doing some tasks via the link…",ethereum OR eth
692,@MrktMeditations POLYGON BEST 📊✅ MATIC Giveawaay @MATlC_B0NUS,bitcoin OR btc
693,good project https://t.co/LYby1gru0A,bitcoin OR btc
694,@catsfoodd Get MATIC by joining POLYGON  Giveaway on @MATlC_B0NUS,ethereum OR eth
695,@mehmet33104378 @Sezginc25555326,ethereum OR eth
696,"RT @CyrptoGizem: Hızlı Çekiliş! 🎉

İki kişiye 300₺ 💸

Takip et -
@kurdu_bitcoin &amp; @KriptoMelo

RT🔄 &amp; FAV🤍 

Akşam 21:00 da açıklarım.☑️
#Bi…",bitcoin OR btc
697,"RT @AirdropStario: 💧 Ignite Chain Airdrop 💧

🏆 Task:          ➕ Up to $3 worth of IGT

👨‍👩‍👧 Referral:   ➕ $0.5 worth of IGT

🔛 Airdrop Lin…",bitcoin OR btc
698,"@CoinDCX Web 3.0 is all about a more transparent and fairer network where everyone can participate without fearing a loss of privacy and security, Touch the web3 with #bluesparrow
#ETH
#BlueSparrow
#BlueSparrowtoken
#bitcoin
@BlueSparrowETH📈🔥",bitcoin OR btc
699,"RT @EtherNasyonaL: IT CONTINUES TO WORK AS SCHEDULED👌

PLEASE DON'T FORGET TO 'RT' FOR MORE!

#Btc #Bitcoin $BTC
#btcusd #btcusdt #btcgbp…",bitcoin OR btc
700,"ABD'li senatör Cynthia Lummis: Fed bilançosunda #bitcoin  tutmalı.

Bunlar bir zemindir dostlar. Bu haberleri yabana atmayın. Her alışılmışın bir öncesi, doğum sancısı vardır 😎",bitcoin OR btc
701,@VanErold @cryptoquant_com 📉📈 #CryptocurrencyNews,bitcoin OR btc
702,"@Blockworks_ @JesusCrypto33 🍀LUCKY SHINU🍀
@lucky_shinu is a #raffle token on #ERC20 that brings you the chance to win awesome #prizes every week!

Are you the next #LuckyShinu ?

https://t.co/85t6LWVUtz

#ETH #altcoin #altcoinseason #x100gems #Crypto #Cryptocurrency $LUSHI #LUSHI #LUSHIARMY #LUCKYSHINU",bitcoin OR btc
703,"TOP PROJECTS BY CUMULATIVE TOTAL #REVENUE LAST 7D

@ethereum  $149.6m      
@opensea  $81.5m
@dydxprotocol  $25.3m
@LooksRareNFT  $22.6m
@Uniswap  $19.9m
@PancakeSwap  $9.1m
@SpookySwap  $6.8m
@LidoFinance  $5.5m
@AaveAave  $4.8m
@traderjoe_xyz $4.6m

#Cryptos #ETH #DYDX $LOOKS https://t.co/dWhFUB0mxP",ethereum OR eth
704,"RT @RtradeCn: #Bitcoin ve Altcoin cephesinde KRİTİK SEVİYELERDEYİZ

Çok önemli bir destekteyiz.
Mal toplanacak destek olduğu gibi kırılınca…",bitcoin OR btc
705,@CyrptoGizem @kurdu_bitcoin @KriptoMelo Hızlı çekilişe hızlı beğeni,bitcoin OR btc
706,"When the @GOP takes back Congress (@HouseGOP &amp; @SenateGOP), they must investigate and reign-in Biden’s politically corrupt @FBI: Investigations and firings (starting with FBI Director Christopher Wray)… They are continuously overstepping and violating the U.S. Constitution. #GOP https://t.co/6kOpVmTWeS",bitcoin OR btc
707,@Robin10196375 Say hello to Marty The Martian 🖖 https://t.co/bhXhVV1DKh,ethereum OR eth
708,"RT @Ali1989sirik5: @spy_wolf2020 @TheCryptoLark @SpyWolfNetwork Make money! Prosecute scammers! All at the same time.
 
Make passive income…",ethereum OR eth
709,@EverRise https://t.co/XxYyuysUYs https://t.co/MPa3GAba6b,bitcoin OR btc
710,"RT @BitcoinMagazine: 💥 Minister of Finance of the Russian Federation: #Bitcoin is a ""real tool, a real asset for millions."" 🙌 https://t.co/…",bitcoin OR btc
711,"@RtradeCn Emeğine sağlık hocam, teşekkürler 🍀",bitcoin OR btc
712,"RT @AirdropStario: 💧 Shiba Fame Airdrop 💧

🏆 Task:          ➕ 1000 ShibaFame for 10,000 random participants

👨‍👩‍👧 Referral:   ➕ 5 Milliom…",bitcoin OR btc
713,"@TorontoStar Meanwhile the vile left violently attacked workers in BC. Caused $ millions in damages. Real violence, not your mysterious White supremists that you constantly try to make real. I can't wait for the government to freeze Soros and Tides' funds.",bitcoin OR btc
714,"RT @GiveawayInspect: New IDO Whitelist: Dot Arcade (ADT)
Total Spot: 500
Rate: ⭐️⭐️⭐️⭐️
Winners: Top 200 &amp; 300 Lucky
Winner announcement: w…",bitcoin OR btc
715,"@josenavarrosv Legalizar y/o crear leyes para regular el uso de Criptomoneda no es lo mismo que hacerla moneda de
 Curso legal y haciendo a la vez un negocio familiar presidencial con dicha ley",bitcoin OR btc
716,RT @worldcryptotal: @engineer_trader Bütün #Bitcoin #altcoin #NFTs  ne varsa satıp bütün paramla @ElectraProtocol #XEP🧿 alıp HODL olarak un…,bitcoin OR btc
717,RT @neo_defi: What have we learned from Ethereum's history? What have we noticed from the trends that have developed in multi-chains? How h…,ethereum OR eth
718,@decodejar @TechDev_52 @BTCfuel @rickus_trades @MattchengBtm @JohalMiles @blaakke Congrajulashion on making stuff up.,bitcoin OR btc
719,"@BluesparrowC @gate_io @BladesCrypto Web 3.0 is all about a more transparent and fairer network where everyone can participate without fearing a loss of privacy and security, Touch the web3 with #bluesparrow
#better_future
#ETH
#BlueSparrow
#BlueSparrowtoken
#bitcoin
#BestbitcoinToken
@BluesparrowC
@BlueSparrowETH y https://t.co/Ij0GHhvFz9",bitcoin OR btc
720,"@BTC_Archive 🚨CURE NFT Lottery Launch🚨

We have officially launched our CURE NFT Lottery! Get yours now. 

The earlier you get them, the more reflections you will receive. 

Buy yours here: https://t.co/L0TVPTw9mC

Dont forget to also Join us on Telegram - https://t.co/WcJWuy4J8Z https://t.co/D0LyFBSZ0B",bitcoin OR btc
721,"RT @healthy_pockets: 🔥YA ES OFICIAL🔥

Ucrania ha aprobado una ley para legalizar el #Bitcoin y las #Crypto 🔥🥳🇺🇦

#Ukraine @BitcoinMagazine…",bitcoin OR btc
722,"@allreds68 @BenLade2 @DaveCurtis86 @LastCoinStandng @Do82Nic Lol, I made a lot of average dude mistakes over the years.",bitcoin OR btc
723,"📊Thou the market is resilient, every investors have their strategy ready &amp; they know what crypto is worth keeping. 
🚀Like @CoinSwap_Space $CSS token, looking at the Total Value Locked of today, we can say the token is appreciated.

📍It's worth checking: https://t.co/EcODVoS80r https://t.co/4wxnG1gsZZ",bitcoin OR btc
724,@bts_bighit There are so many projects that promise to get $1000 with the new mechanism until I find a hidden gem #DiosFinance its excellent long term project in #BSC #crypto #bitcoin #bsc #airdrop #staking #cryptonews #earnmoney #defi #cryptocurrency #cz_binance #DIOSfinance https://t.co/j8Gyvk2onW,bitcoin OR btc
725,"RT @CyrptoGizem: Hızlı Çekiliş! 🎉

İki kişiye 300₺ 💸

Takip et -
@kurdu_bitcoin &amp; @KriptoMelo

RT🔄 &amp; FAV🤍 

Akşam 21:00 da açıklarım.☑️
#Bi…",bitcoin OR btc
726,RT @BitsBeTrippin: Missed the stream yesterday? No worries we have added timestamp/chapters for you to get to the content your looking for.…,ethereum OR eth
727,"@fbitq @Bitcoin https://t.co/j0c9zbhpPP

Join and thank me later",bitcoin OR btc
728,"RT @BitcoinFear: Bitcoin Fear and Greed Index is 30 ~ Fear
Current price: $40,181 https://t.co/xAMg0ZRtfe",bitcoin OR btc
729,"It seems like every single time there’s a #crypto conference, the market dumps.

I was at #Bitcoin Miami, market tanked. You should’ve seen the lineup of speakers.

#ETHDenver2022 going on until Sunday I think

Sunday night 4PM EST, ascend again

#Fintech #Finance #altcoinseason",bitcoin OR btc
730,While the rich get richer our planet &amp; the rest of us pay the price. One step forward one hundred steps back it seems 😢😡 https://t.co/FpRLr6c97l,bitcoin OR btc
731,"@AnnieBista STONKS INU (SINU)

💡TOKENOMICS💡
420M Supply💵
14% Buy/Sell Tax🔥
8% Marketing and Buyback🚀
4% BUSD rewards💰
2% LP♻️

Telegram:💎
https://t.co/agGfiEvbZM
Website: 💎
https://t.co/mwQaafBIDc",ethereum OR eth
732,"RT @NFT_Moonshots: 🚨#NFTgiveaway🚨

😼@SolCats44 is giving away👇

🎁1 x @SolCats44 NFT😼

✅Tasks👇
1⃣Follow @SolCats44 &amp; @NFT_Moonshots
2⃣♥️ &amp; R…",ethereum OR eth
733,"RT @SpyWolfWarriors: 🚨 Potential Scam Alert 🚨

GEM MINE #GEMINE #GemMine 
🚩🚩🚩

For more, please visit our portal https://t.co/bw64dsCPj8 
@…",bitcoin OR btc
734,sd https://t.co/RExXO5VL5z,bitcoin OR btc
735,RT @MMCrypto: I have a friend who bought #ethereum at $0.50. He doesn’t even know that there are staking services where he can earn yield.…,ethereum OR eth
736,"@DancingDeerNFT @ZomNFT @SolCats44 @solanabulldogs @TFFranchise @theinvisibledao @JorisNft @CryptoFakiri
@ayhan877 
@airdrop_huntrr 👏😜💃",ethereum OR eth
737,"RT @PolyKripto: 🎁🎉Hızlı bir gece çekilişi🎉🎁

🤑1 kişiye 150$ #RACA 
🤑1 kişiye 150$ #CEEK

✅Son 5 tweet RT+FAV
✅Hesabı takip: @PolyKripto 

📣…",bitcoin OR btc
738,"🇮🇳 Bitcoin(BTC) Local vs Global Price 🗺
  🌐Binance: 40,336 USDT
  🇮🇳 WazirX : 40,349 USDT
  💰WazirX BTC/INR   : 3,174,682 INR 💰
  💰WazirX USDT/INR: 78.68 INR 💰
#India #बिटकॉइन #BTC #Wazirx #Binance #BTCINR #USDTINR https://t.co/z6i3Yy3BKE",bitcoin OR btc
739,Nice https://t.co/SkDJa12vCV,bitcoin OR btc
740,@BTCTN He is just another fascist afraid of crypto bringing freedom. So let's ban it better. POS,bitcoin OR btc
741,#crypto #cryptocurrency $hush #bitcoin https://t.co/pP5D5QwhZY,bitcoin OR btc
742,"RT @RIKEZAOFFICIAL: Keep Your Tabs On Booming
Crypto Assets Are a Legal Subject In India

Don't Waste Your Time 
Join Rikeza Community 
The…",ethereum OR eth
743,"RT @VCChinese: @Bitcoin I believe #bitcoin will rush back to $45,000,Then lead altcoins to Mars #GHC #GalaxyHeroesCoin https://t.co/xf7Z2sr…",bitcoin OR btc
744,"@CmoBitcoin 🎞📺 NETFLIX METAVERSE 📽🎞
The world of technology is now focusing on the metaverse.. future project metaverse. fill the bag with Netflix Metaverse.we're going to the moon! 
🔎Contract:
0xccA7e5dAb15A7726f40ad8Af028dccD97E38C58a Tg:https://t.co/EQENIgJdml",bitcoin OR btc
745,"RT @oniethpromo: 🎉#NFTGiveaway 🎉

Prize : 1x NFT 10x WL @badaliensc 

Blokchain : #Ethereum 
Mint Price : 0.09 ETH

to Enter : 
1⃣RT🔁 and L…",ethereum OR eth
746,"RT @NFT_Moonshots: 🚨#NFTgiveaway🚨

😼@SolCats44 is giving away👇

🎁1 x @SolCats44 NFT😼

✅Tasks👇
1⃣Follow @SolCats44 &amp; @NFT_Moonshots
2⃣♥️ &amp; R…",ethereum OR eth
747,RT @HarshUp74324503: $SOUL #wildcardgame @wildcardp2e . True hidden gem !! Bullish !! Integrity is the most valuable and respected quality…,bitcoin OR btc
748,"RT @kellershiller: • To change your life, you can't keep doing the same things. 😜

be different 😎

GM guys! 

——
#Bitcoin #Binance #100XGEM…",ethereum OR eth
749,"RT @gate_io: Amid tension with Russia, Ukraine legalizes #Bitcoin 

Will it attract #crypto investors from all over the world to this count…",bitcoin OR btc
750,"""Why Bitcoin Speaks to Me as an Indigenous-Descent Woman""  via @Ayelen_Osorio https://t.co/3uFURIoVs7",bitcoin OR btc
751,Buy it! https://t.co/hgKKYBKOm0   https://t.co/aJ7xmLx4h6 #casino #casinogames #slotmachine #Bitcoin #SpaceX    车電買馬,bitcoin OR btc
